Time,ax,ay,az
44:27.5,-1.004,0.184,0.172
44:27.5,-0.996,0.164,0.176
44:27.5,-0.992,0.148,0.164
44:27.5,-0.977,0.141,0.152
44:27.5,-0.953,0.129,0.145
44:27.5,-0.941,0.133,0.145
44:27.6,-0.938,0.133,0.145
44:27.6,-0.938,0.129,0.152
44:27.6,-0.941,0.129,0.164
44:27.6,-0.945,0.121,0.172
44:27.6,-0.945,0.113,0.18
44:27.6,-0.953,0.098,0.176
44:27.6,-0.957,0.102,0.18
44:27.6,-0.957,0.109,0.18
44:27.6,-0.957,0.117,0.184
44:27.6,-0.957,0.121,0.188
44:27.7,-0.953,0.129,0.203
44:27.7,-0.953,0.129,0.215
44:27.7,-0.949,0.141,0.227
44:27.7,-0.961,0.145,0.246
44:27.7,-0.961,0.164,0.266
44:27.7,-0.961,0.191,0.289
44:27.7,-0.961,0.207,0.32
44:27.7,-0.957,0.23,0.352
44:27.7,-0.949,0.254,0.383
44:27.7,-0.941,0.293,0.434
44:27.8,-0.945,0.363,0.512
44:27.8,-0.957,0.438,0.59
44:27.8,-0.992,0.52,0.66
44:27.8,-1.031,0.605,0.703
44:27.8,-1.074,0.695,0.723
44:27.8,-1.105,0.785,0.73
44:27.8,-1.109,0.855,0.738
44:27.8,-1.125,0.891,0.762
44:27.8,-1.141,0.891,0.793
44:27.8,-1.16,0.891,0.836
44:27.9,-1.188,0.879,0.867
44:27.9,-1.238,0.871,0.887
44:27.9,-1.301,0.867,0.891
44:27.9,-1.34,0.855,0.863
44:27.9,-1.352,0.855,0.828
44:27.9,-1.359,0.867,0.809
44:27.9,-1.375,0.863,0.785
44:27.9,-1.383,0.852,0.766
44:27.9,-1.406,0.824,0.754
44:27.9,-1.422,0.805,0.742
44:28.0,-1.43,0.797,0.727
44:28.0,-1.434,0.789,0.723
44:28.0,-1.438,0.766,0.703
44:28.0,-1.438,0.746,0.68
44:28.0,-1.441,0.734,0.664
44:28.0,-1.426,0.719,0.652
44:28.0,-1.402,0.699,0.645
44:28.0,-1.363,0.688,0.637
44:28.0,-1.289,0.695,0.633
44:28.0,-1.215,0.719,0.637
44:28.1,-1.168,0.738,0.648
44:28.1,-1.156,0.734,0.629
44:28.1,-1.16,0.723,0.602
44:28.1,-1.148,0.699,0.559
44:28.1,-1.102,0.688,0.516
44:28.1,-1.023,0.699,0.492
44:28.1,-0.934,0.73,0.488
44:28.1,-0.863,0.762,0.492
44:28.1,-0.832,0.773,0.484
44:28.1,-0.813,0.762,0.461
44:28.2,-0.781,0.75,0.418
44:28.2,-0.746,0.758,0.371
44:28.2,-0.699,0.75,0.363
44:28.2,-0.66,0.734,0.359
44:28.2,-0.602,0.723,0.375
44:28.2,-0.555,0.688,0.383
44:28.2,-0.508,0.645,0.402
44:28.2,-0.461,0.59,0.414
44:28.2,-0.406,0.527,0.43
44:28.2,-0.352,0.473,0.469
44:28.3,-0.305,0.445,0.492
44:28.3,-0.262,0.445,0.484
44:28.3,-0.223,0.469,0.484
44:28.3,-0.199,0.469,0.465
44:28.3,-0.172,0.465,0.43
44:28.3,-0.121,0.445,0.41
44:28.3,-0.07,0.414,0.402
44:28.3,-0.023,0.387,0.383
44:28.3,0.012,0.352,0.352
44:28.3,0.043,0.328,0.328
44:28.4,0.082,0.309,0.313
44:28.4,0.133,0.297,0.293
44:28.4,0.18,0.281,0.23
44:28.4,0.23,0.266,0.223
44:28.4,0.281,0.277,0.234
44:28.4,0.324,0.289,0.23
44:28.4,0.359,0.281,0.223
44:28.4,0.375,0.234,0.227
44:28.4,0.402,0.168,0.238
44:28.4,0.43,0.105,0.262
44:28.5,0.461,0.07,0.262
44:28.5,0.508,0.055,0.258
44:28.5,0.551,0.055,0.262
44:28.5,0.574,0.059,0.242
44:28.5,0.59,0.063,0.215
44:28.5,0.621,0.055,0.211
44:28.5,0.641,0.043,0.195
44:28.5,0.656,0.031,0.188
44:28.5,0.668,-0.004,0.18
44:28.5,0.691,-0.035,0.164
44:28.6,0.715,-0.043,0.152
44:28.6,0.738,-0.039,0.137
44:28.6,0.77,-0.035,0.125
44:28.6,0.793,-0.051,0.121
44:28.6,0.797,-0.063,0.113
44:28.6,0.797,-0.078,0.098
44:28.6,0.793,-0.102,0.086
44:28.6,0.781,-0.121,0.078
44:28.6,0.773,-0.145,0.063
44:28.7,0.777,-0.168,0.047
44:28.7,0.805,-0.199,0.047
44:28.7,0.836,-0.23,0.039
44:28.7,0.863,-0.242,0.035
44:28.7,0.879,-0.219,0.02
44:28.7,0.879,-0.203,0
44:28.7,0.871,-0.195,-0.016
44:28.7,0.859,-0.219,-0.027
44:28.7,0.848,-0.262,-0.035
44:28.7,0.836,-0.293,-0.031
44:28.7,0.82,-0.305,-0.02
44:28.8,0.809,-0.301,-0.016
44:28.8,0.801,-0.273,-0.016
44:28.8,0.785,-0.23,-0.016
44:28.8,0.758,-0.172,-0.023
44:28.8,0.73,-0.121,-0.027
44:28.8,0.711,-0.082,-0.027
44:28.8,0.684,-0.059,-0.02
44:28.8,0.648,-0.043,-0.012
44:28.8,0.602,-0.016,-0.004
44:28.8,0.535,0.02,-0.004
44:28.9,0.48,0.039,0
44:28.9,0.453,0.043,0.012
44:28.9,0.43,0.039,0.035
44:28.9,0.379,0.047,0.066
44:28.9,0.316,0.066,0.086
44:28.9,0.266,0.094,0.082
44:28.9,0.254,0.125,0.078
44:28.9,0.266,0.16,0.094
44:28.9,0.258,0.215,0.125
44:28.9,0.219,0.297,0.188
44:29.0,0.137,0.395,0.246
44:29.0,0.047,0.461,0.305
44:29.0,0.004,0.48,0.324
44:29.0,0,0.473,0.301
44:29.0,0.016,0.469,0.305
44:29.0,0.012,0.48,0.332
44:29.0,-0.035,0.539,0.383
44:29.0,-0.105,0.621,0.441
44:29.0,-0.16,0.684,0.445
44:29.0,-0.191,0.699,0.363
44:29.1,-0.191,0.68,0.27
44:29.1,-0.195,0.688,0.293
44:29.1,-0.219,0.723,0.387
44:29.1,-0.266,0.785,0.5
44:29.1,-0.316,0.859,0.535
44:29.1,-0.371,0.926,0.473
44:29.1,-0.43,0.969,0.375
44:29.1,-0.488,1.012,0.27
44:29.1,-0.539,1.051,0.246
44:29.1,-0.57,1.059,0.359
44:29.2,-0.582,1.035,0.477
44:29.2,-0.59,1.043,0.508
44:29.2,-0.602,1.074,0.477
44:29.2,-0.621,1.113,0.395
44:29.2,-0.652,1.16,0.32
44:29.2,-0.691,1.191,0.293
44:29.2,-0.734,1.18,0.359
44:29.2,-0.742,1.164,0.438
44:29.2,-0.711,1.184,0.473
44:29.2,-0.688,1.211,0.445
44:29.3,-0.672,1.234,0.375
44:29.3,-0.652,1.242,0.301
44:29.3,-0.648,1.23,0.27
44:29.3,-0.668,1.227,0.27
44:29.3,-0.711,1.215,0.316
44:29.3,-0.762,1.18,0.398
44:29.3,-0.809,1.148,0.434
44:29.3,-0.813,1.117,0.414
44:29.3,-0.785,1.094,0.387
44:29.4,-0.762,1.07,0.383
44:29.4,-0.766,1.047,0.379
44:29.4,-0.793,1.035,0.395
44:29.4,-0.832,1.039,0.445
44:29.4,-0.875,1.035,0.484
44:29.4,-0.898,1.016,0.488
44:29.4,-0.906,0.988,0.477
44:29.4,-0.918,0.953,0.453
44:29.4,-0.945,0.918,0.438
44:29.4,-0.984,0.887,0.438
44:29.4,-1.039,0.855,0.441
44:29.5,-1.094,0.824,0.43
44:29.5,-1.141,0.789,0.426
44:29.5,-1.16,0.746,0.418
44:29.5,-1.152,0.715,0.391
44:29.5,-1.145,0.695,0.367
44:29.5,-1.117,0.668,0.344
44:29.5,-1.102,0.672,0.32
44:29.5,-1.094,0.688,0.297
44:29.5,-1.078,0.703,0.285
44:29.5,-1.066,0.691,0.262
44:29.6,-1.051,0.66,0.25
44:29.6,-1.043,0.625,0.238
44:29.6,-1.031,0.594,0.223
44:29.6,-1.02,0.578,0.215
44:29.6,-1.008,0.563,0.207
44:29.6,-0.988,0.547,0.203
44:29.6,-0.973,0.535,0.211
44:29.6,-0.957,0.527,0.219
44:29.6,-0.949,0.52,0.207
44:29.6,-0.953,0.52,0.191
44:29.7,-0.953,0.523,0.184
44:29.7,-0.945,0.527,0.176
44:29.7,-0.941,0.527,0.176
44:29.7,-0.945,0.508,0.176
44:29.7,-0.965,0.473,0.184
44:29.7,-0.988,0.41,0.184
44:29.7,-1.016,0.348,0.176
44:29.7,-1.031,0.273,0.16
44:29.7,-1.035,0.188,0.148
44:29.7,-1.023,0.129,0.148
44:29.8,-1.02,0.117,0.168
44:29.8,-1.008,0.125,0.164
44:29.8,-0.984,0.16,0.152
44:29.8,-0.965,0.211,0.152
44:29.8,-0.938,0.238,0.152
44:29.8,-0.922,0.246,0.164
44:29.8,-0.926,0.242,0.168
44:29.8,-0.949,0.227,0.176
44:29.8,-0.984,0.199,0.215
44:29.8,-1.023,0.16,0.281
44:29.9,-1.051,0.148,0.34
44:29.9,-1.063,0.16,0.355
44:29.9,-1.063,0.129,0.359
44:29.9,-1.043,0.066,0.359
44:29.9,-1.031,0.012,0.332
44:29.9,-1.027,-0.02,0.297
44:29.9,-1.023,-0.047,0.238
44:29.9,-1.02,-0.063,0.172
44:29.9,-1.004,-0.07,0.117
44:29.9,-0.992,-0.055,0.066
44:30.0,-0.984,-0.023,0.023
44:30.0,-0.973,-0.004,-0.008
44:30.0,-0.957,0.008,-0.027
44:30.0,-0.961,0.02,-0.031
44:30.0,-0.984,0.035,-0.035
44:30.0,-0.98,0.055,-0.023
44:30.0,-0.977,0.078,-0.016
44:30.0,-0.961,0.09,0.004
44:30.0,-0.961,0.094,0.023
44:30.0,-0.965,0.098,0.051
44:30.1,-0.977,0.082,0.082
44:30.1,-0.988,0.063,0.109
44:30.1,-1,0.051,0.129
44:30.1,-1.012,0.039,0.145
44:30.1,-1.02,0.031,0.16
44:30.1,-1.016,0.031,0.172
44:30.1,-1.008,0.027,0.18
44:30.1,-1.004,0.02,0.199
44:30.1,-1.008,0.016,0.219
44:30.1,-1.004,0.027,0.254
44:30.2,-1.004,0.066,0.281
44:30.2,-1.012,0.117,0.305
44:30.2,-1.012,0.195,0.332
44:30.2,-1.02,0.266,0.355
44:30.2,-1.02,0.32,0.391
44:30.2,-1.023,0.383,0.43
44:30.2,-1.031,0.441,0.465
44:30.2,-1.047,0.484,0.484
44:30.2,-1.066,0.547,0.504
44:30.2,-1.082,0.629,0.52
44:30.3,-1.117,0.73,0.523
44:30.3,-1.148,0.813,0.523
44:30.3,-1.16,0.859,0.52
44:30.3,-1.16,0.859,0.516
44:30.3,-1.156,0.84,0.492
44:30.3,-1.188,0.813,0.469
44:30.3,-1.223,0.766,0.461
44:30.3,-1.254,0.711,0.465
44:30.3,-1.285,0.676,0.488
44:30.3,-1.32,0.688,0.508
44:30.4,-1.355,0.75,0.508
44:30.4,-1.387,0.836,0.496
44:30.4,-1.406,0.906,0.477
44:30.4,-1.422,0.926,0.457
44:30.4,-1.438,0.898,0.445
44:30.4,-1.457,0.848,0.445
44:30.4,-1.477,0.809,0.453
44:30.4,-1.469,0.762,0.434
44:30.4,-1.469,0.695,0.418
44:30.4,-1.48,0.625,0.402
44:30.5,-1.473,0.602,0.383
44:30.5,-1.449,0.578,0.363
44:30.5,-1.406,0.59,0.355
44:30.5,-1.344,0.637,0.344
44:30.5,-1.277,0.711,0.324
44:30.5,-1.191,0.777,0.309
44:30.5,-1.129,0.82,0.285
44:30.5,-1.098,0.832,0.273
44:30.5,-1.066,0.883,0.301
44:30.5,-1.031,0.977,0.324
44:30.6,-1.012,1.07,0.313
44:30.6,-1.012,1.133,0.289
44:30.6,-1.027,1.137,0.258
44:30.6,-1.031,1.086,0.246
44:30.6,-1.023,1.027,0.262
44:30.6,-1,0.957,0.27
44:30.6,-0.969,0.906,0.246
44:30.6,-0.934,0.879,0.227
44:30.6,-0.898,0.863,0.199
44:30.6,-0.84,0.859,0.207
44:30.7,-0.766,0.855,0.223
44:30.7,-0.715,0.832,0.234
44:30.7,-0.66,0.828,0.258
44:30.7,-0.609,0.813,0.273
44:30.7,-0.57,0.777,0.273
44:30.7,-0.531,0.738,0.281
44:30.7,-0.492,0.684,0.297
44:30.7,-0.461,0.609,0.305
44:30.7,-0.41,0.555,0.309
44:30.7,-0.34,0.527,0.313
44:30.8,-0.27,0.512,0.305
44:30.8,-0.223,0.504,0.297
44:30.8,-0.172,0.488,0.285
44:30.8,-0.129,0.469,0.27
44:30.8,-0.078,0.426,0.246
44:30.8,-0.031,0.375,0.234
44:30.8,0.02,0.32,0.227
44:30.8,0.078,0.289,0.219
44:30.8,0.133,0.277,0.215
44:30.8,0.188,0.277,0.219
44:30.9,0.219,0.266,0.203
44:30.9,0.262,0.23,0.211
44:30.9,0.309,0.199,0.238
44:30.9,0.352,0.18,0.238
44:30.9,0.387,0.176,0.234
44:30.9,0.426,0.176,0.219
44:30.9,0.457,0.164,0.211
44:30.9,0.488,0.145,0.191
44:30.9,0.516,0.137,0.184
44:30.9,0.543,0.133,0.188
44:31.0,0.566,0.137,0.188
44:31.0,0.586,0.121,0.18
44:31.0,0.59,0.07,0.164
44:31.0,0.598,0.008,0.148
44:31.0,0.602,-0.063,0.129
44:31.0,0.633,-0.121,0.109
44:31.0,0.664,-0.148,0.082
44:31.0,0.688,-0.156,0.051
44:31.0,0.711,-0.133,0.035
44:31.0,0.738,-0.113,0.012
44:31.1,0.746,-0.121,0
44:31.1,0.758,-0.164,-0.008
44:31.1,0.781,-0.215,-0.004
44:31.1,0.809,-0.238,0.004
44:31.1,0.828,-0.254,0
44:31.1,0.836,-0.266,-0.008
44:31.1,0.84,-0.273,-0.012
44:31.1,0.836,-0.297,-0.023
44:31.1,0.82,-0.313,-0.035
44:31.1,0.805,-0.297,-0.039
44:31.2,0.789,-0.266,-0.043
44:31.2,0.781,-0.219,-0.031
44:31.2,0.773,-0.176,-0.012
44:31.2,0.77,-0.148,0.02
44:31.2,0.762,-0.113,0.035
44:31.2,0.746,-0.082,0.051
44:31.2,0.73,-0.047,0.055
44:31.2,0.715,-0.004,0.059
44:31.2,0.68,0.043,0.07
44:31.2,0.633,0.078,0.078
44:31.3,0.586,0.105,0.094
44:31.3,0.531,0.125,0.109
44:31.3,0.496,0.141,0.137
44:31.3,0.453,0.141,0.148
44:31.3,0.391,0.113,0.152
44:31.3,0.324,0.074,0.16
44:31.3,0.293,0.066,0.152
44:31.3,0.32,0.129,0.156
44:31.3,0.391,0.266,0.199
44:31.3,0.398,0.434,0.246
44:31.4,0.309,0.555,0.285
44:31.4,0.18,0.59,0.301
44:31.4,0.102,0.551,0.297
44:31.4,0.098,0.484,0.258
44:31.4,0.188,0.473,0.258
44:31.4,0.285,0.539,0.277
44:31.4,0.313,0.668,0.273
44:31.4,0.25,0.793,0.277
44:31.4,0.145,0.852,0.281
44:31.4,0.055,0.844,0.273
44:31.5,0.012,0.793,0.242
44:31.5,0.027,0.734,0.238
44:31.5,0.078,0.727,0.27
44:31.5,0.105,0.805,0.285
44:31.5,0.066,0.918,0.301
44:31.5,-0.004,1.004,0.293
44:31.5,-0.07,1.055,0.246
44:31.5,-0.109,1.07,0.203
44:31.5,-0.125,1.051,0.172
44:31.6,-0.133,1.043,0.164
44:31.6,-0.141,1.055,0.188
44:31.6,-0.168,1.066,0.23
44:31.6,-0.203,1.086,0.246
44:31.6,-0.234,1.09,0.215
44:31.6,-0.27,1.086,0.145
44:31.6,-0.309,1.07,0.105
44:31.6,-0.328,1.043,0.137
44:31.6,-0.332,1.027,0.219
44:31.6,-0.32,1.043,0.277
44:31.6,-0.332,1.094,0.266
44:31.7,-0.363,1.137,0.23
44:31.7,-0.422,1.129,0.176
44:31.7,-0.473,1.098,0.125
44:31.7,-0.516,1.063,0.137
44:31.7,-0.559,1.023,0.199
44:31.7,-0.594,1,0.258
44:31.7,-0.621,0.996,0.281
44:31.7,-0.641,1.004,0.258
44:31.7,-0.672,1.004,0.207
44:31.7,-0.699,0.98,0.148
44:31.8,-0.707,0.953,0.145
44:31.8,-0.699,0.934,0.195
44:31.8,-0.668,0.934,0.23
44:31.8,-0.629,0.969,0.223
44:31.8,-0.602,1.012,0.18
44:31.8,-0.586,1.043,0.152
44:31.8,-0.578,1.051,0.156
44:31.8,-0.559,1.059,0.234
44:31.8,-0.535,1.07,0.32
44:31.8,-0.512,1.117,0.359
44:31.9,-0.504,1.145,0.359
44:31.9,-0.52,1.125,0.32
44:31.9,-0.551,1.082,0.266
44:31.9,-0.582,1.031,0.223
44:31.9,-0.625,0.988,0.203
44:31.9,-0.672,0.953,0.211
44:31.9,-0.719,0.945,0.238
44:31.9,-0.77,0.961,0.277
44:31.9,-0.813,0.992,0.301
44:31.9,-0.852,1.012,0.305
44:32.0,-0.898,1.023,0.301
44:32.0,-0.945,1.02,0.289
44:32.0,-0.992,0.992,0.285
44:32.0,-1.039,0.969,0.281
44:32.0,-1.098,0.957,0.277
44:32.0,-1.137,0.949,0.277
44:32.0,-1.164,0.953,0.262
44:32.0,-1.164,0.957,0.246
44:32.0,-1.148,0.934,0.23
44:32.0,-1.121,0.879,0.219
44:32.1,-1.086,0.789,0.219
44:32.1,-1.051,0.688,0.23
44:32.1,-1.02,0.582,0.238
44:32.1,-1,0.508,0.238
44:32.1,-0.984,0.449,0.227
44:32.1,-0.98,0.418,0.199
44:32.1,-0.98,0.398,0.195
44:32.1,-0.977,0.391,0.211
44:32.1,-0.98,0.379,0.223
44:32.1,-0.973,0.367,0.223
44:32.2,-0.961,0.355,0.211
44:32.2,-0.949,0.336,0.199
44:32.2,-0.941,0.313,0.199
44:32.2,-0.941,0.258,0.258
44:32.2,-0.941,0.18,0.32
44:32.2,-0.941,0.098,0.359
44:32.2,-0.922,0.094,0.355
44:32.2,-0.914,0.211,0.273
44:32.2,-0.906,0.363,0.172
44:32.2,-0.891,0.484,0.09
44:32.3,-0.867,0.551,0.035
44:32.3,-0.871,0.551,0.012
44:32.3,-0.879,0.488,0.004
44:32.3,-0.883,0.438,0.004
44:32.3,-0.883,0.391,0
44:32.3,-0.883,0.352,-0.004
44:32.3,-0.883,0.313,0
44:32.3,-0.891,0.285,0.012
44:32.3,-0.898,0.258,0.023
44:32.3,-0.91,0.227,0.035
44:32.4,-0.93,0.203,0.047
44:32.4,-0.941,0.176,0.051
44:32.4,-0.961,0.168,0.039
44:32.4,-0.977,0.18,0.031
44:32.4,-0.988,0.219,0.012
44:32.4,-1.004,0.262,0
44:32.4,-1.016,0.293,-0.004
44:32.4,-1.031,0.293,0.004
44:32.4,-1.039,0.285,0.02
44:32.4,-1.047,0.258,0.047
44:32.5,-1.039,0.211,0.082
44:32.5,-1.031,0.184,0.094
44:32.5,-1.027,0.172,0.094
44:32.5,-1.016,0.168,0.09
44:32.5,-1.02,0.16,0.078
44:32.5,-1.012,0.137,0.063
44:32.5,-1.008,0.113,0.043
44:32.5,-1,0.086,0.043
44:32.5,-0.996,0.063,0.043
44:32.5,-0.984,0.039,0.047
44:32.6,-0.973,0.027,0.051
44:32.6,-0.957,0.039,0.047
44:32.6,-0.953,0.055,0.031
44:32.6,-0.953,0.07,0.016
44:32.6,-0.949,0.074,0.004
44:32.6,-0.941,0.078,0.016
44:32.6,-0.934,0.078,0.027
44:32.6,-0.922,0.09,0.043
44:32.6,-0.918,0.117,0.047
44:32.6,-0.922,0.152,0.055
44:32.7,-0.922,0.184,0.07
44:32.7,-0.93,0.219,0.094
44:32.7,-0.941,0.246,0.121
44:32.7,-0.941,0.27,0.156
44:32.7,-0.953,0.285,0.184
44:32.7,-0.969,0.309,0.195
44:32.7,-0.988,0.32,0.191
44:32.7,-1.012,0.34,0.188
44:32.7,-1.023,0.348,0.18
44:32.7,-1.039,0.355,0.176
44:32.8,-1.043,0.348,0.184
44:32.8,-1.059,0.355,0.195
44:32.8,-1.066,0.371,0.195
44:32.8,-1.07,0.406,0.203
44:32.8,-1.066,0.461,0.203
44:32.8,-1.051,0.516,0.195
44:32.8,-1.039,0.559,0.18
44:32.8,-1.039,0.605,0.168
44:32.8,-1.055,0.656,0.16
44:32.8,-1.066,0.711,0.164
44:32.9,-1.09,0.758,0.176
44:32.9,-1.129,0.797,0.191
44:32.9,-1.18,0.828,0.191
44:32.9,-1.219,0.852,0.203
44:32.9,-1.23,0.891,0.227
44:32.9,-1.238,0.922,0.262
44:32.9,-1.266,0.93,0.293
44:32.9,-1.313,0.918,0.309
44:32.9,-1.391,0.895,0.352
44:32.9,-1.465,0.875,0.387
44:33.0,-1.531,0.852,0.379
44:33.0,-1.551,0.852,0.363
44:33.0,-1.539,0.844,0.383
44:33.0,-1.512,0.813,0.418
44:33.0,-1.48,0.805,0.418
44:33.0,-1.461,0.871,0.426
44:33.0,-1.539,0.875,0.348
44:33.0,-1.574,0.848,0.277
44:33.0,-1.527,0.84,0.254
44:33.0,-1.48,0.832,0.215
44:33.1,-1.438,0.859,0.188
44:33.1,-1.391,0.914,0.164
44:33.1,-1.398,0.961,0.145
44:33.1,-1.449,1.004,0.133
44:33.1,-1.449,0.988,0.094
44:33.1,-1.395,1.023,0.074
44:33.1,-1.352,1.063,0.043
44:33.1,-1.316,1.098,0.012
44:33.1,-1.301,1.09,-0.02
44:33.1,-1.281,1.027,-0.031
44:33.2,-1.266,0.934,-0.027
44:33.2,-1.246,0.848,-0.016
44:33.2,-1.207,0.781,0.004
44:33.2,-1.164,0.727,0.016
44:33.2,-1.113,0.676,-0.012
44:33.2,-1.051,0.664,-0.023
44:33.2,-0.98,0.668,-0.012
44:33.2,-0.914,0.664,0.008
44:33.2,-0.871,0.645,0.02
44:33.2,-0.824,0.613,0.031
44:33.3,-0.766,0.574,0.063
44:33.3,-0.707,0.539,0.082
44:33.3,-0.652,0.508,0.105
44:33.3,-0.613,0.465,0.125
44:33.3,-0.551,0.445,0.16
44:33.3,-0.465,0.445,0.188
44:33.3,-0.379,0.453,0.215
44:33.3,-0.301,0.438,0.227
44:33.3,-0.242,0.395,0.23
44:33.3,-0.191,0.344,0.227
44:33.4,-0.137,0.301,0.219
44:33.4,-0.082,0.277,0.207
44:33.4,-0.023,0.285,0.188
44:33.4,0.043,0.309,0.172
44:33.4,0.094,0.332,0.168
44:33.4,0.141,0.332,0.148
44:33.4,0.188,0.313,0.141
44:33.4,0.227,0.262,0.137
44:33.4,0.266,0.195,0.137
44:33.4,0.316,0.152,0.141
44:33.5,0.367,0.141,0.141
44:33.5,0.422,0.156,0.148
44:33.5,0.453,0.156,0.152
44:33.5,0.477,0.129,0.145
44:33.5,0.477,0.078,0.137
44:33.5,0.508,0.023,0.133
44:33.5,0.551,-0.02,0.121
44:33.5,0.602,-0.039,0.125
44:33.5,0.637,-0.043,0.133
44:33.5,0.668,-0.039,0.148
44:33.6,0.699,-0.039,0.148
44:33.6,0.727,-0.043,0.145
44:33.6,0.75,-0.059,0.125
44:33.6,0.766,-0.066,0.121
44:33.6,0.781,-0.066,0.125
44:33.6,0.797,-0.059,0.129
44:33.6,0.801,-0.039,0.133
44:33.6,0.793,-0.02,0.137
44:33.6,0.789,-0.004,0.137
44:33.6,0.801,0,0.125
44:33.7,0.824,0.004,0.109
44:33.7,0.852,0.023,0.105
44:33.7,0.859,0.086,0.098
44:33.7,0.852,0.148,0.094
44:33.7,0.848,0.223,0.098
44:33.7,0.852,0.285,0.113
44:33.7,0.863,0.348,0.133
44:33.7,0.875,0.402,0.16
44:33.7,0.887,0.457,0.18
44:33.8,0.891,0.508,0.203
44:33.8,0.887,0.539,0.23
44:33.8,0.898,0.555,0.258
44:33.8,0.906,0.566,0.266
44:33.8,0.906,0.563,0.254
44:33.8,0.891,0.555,0.238
44:33.8,0.879,0.539,0.238
44:33.8,0.875,0.508,0.242
44:33.8,0.871,0.469,0.246
44:33.8,0.863,0.449,0.25
44:33.8,0.863,0.461,0.246
44:33.9,0.863,0.48,0.227
44:33.9,0.855,0.488,0.211
44:33.9,0.855,0.469,0.188
44:33.9,0.863,0.441,0.172
44:33.9,0.863,0.418,0.148
44:33.9,0.852,0.402,0.125
44:33.9,0.832,0.383,0.109
44:33.9,0.82,0.344,0.102
44:33.9,0.801,0.285,0.102
44:33.9,0.77,0.223,0.094
44:34.0,0.734,0.156,0.098
44:34.0,0.699,0.07,0.109
44:34.0,0.68,-0.027,0.133
44:34.0,0.648,-0.137,0.152
44:34.0,0.605,-0.227,0.164
44:34.0,0.578,-0.301,0.168
44:34.0,0.566,-0.328,0.152
44:34.0,0.563,-0.316,0.145
44:34.0,0.543,-0.305,0.133
44:34.0,0.516,-0.277,0.117
44:34.1,0.488,-0.25,0.109
44:34.1,0.461,-0.211,0.109
44:34.1,0.445,-0.184,0.125
44:34.1,0.43,-0.18,0.145
44:34.1,0.387,-0.176,0.145
44:34.1,0.309,-0.152,0.121
44:34.1,0.223,-0.113,0.09
44:34.1,0.137,-0.055,0.063
44:34.1,0.066,0.023,0.031
44:34.1,0.02,0.129,0
44:34.2,-0.004,0.227,-0.023
44:34.2,-0.031,0.293,-0.055
44:34.2,-0.09,0.332,-0.078
44:34.2,-0.141,0.348,-0.09
44:34.2,-0.195,0.352,-0.086
44:34.2,-0.246,0.375,-0.059
44:34.2,-0.285,0.414,-0.035
44:34.2,-0.313,0.492,-0.023
44:34.2,-0.34,0.594,-0.035
44:34.2,-0.371,0.672,-0.078
44:34.3,-0.398,0.734,-0.109
44:34.3,-0.445,0.773,-0.082
44:34.3,-0.469,0.824,-0.043
44:34.3,-0.473,0.914,-0.074
44:34.3,-0.449,1.066,-0.113
44:34.3,-0.426,1.215,-0.168
44:34.3,-0.438,1.313,-0.207
44:34.3,-0.488,1.344,-0.238
44:34.3,-0.516,1.379,-0.266
44:34.3,-0.551,1.41,-0.285
44:34.4,-0.543,1.465,-0.262
44:34.4,-0.516,1.523,-0.23
44:34.4,-0.488,1.605,-0.191
44:34.4,-0.477,1.676,-0.152
44:34.4,-0.508,1.707,-0.133
44:34.4,-0.551,1.699,-0.125
44:34.4,-0.594,1.648,-0.121
44:34.4,-0.625,1.586,-0.109
44:34.4,-0.629,1.539,-0.086
44:34.5,-0.633,1.512,-0.07
44:34.5,-0.656,1.523,-0.039
44:34.5,-0.695,1.559,-0.008
44:34.5,-0.75,1.59,0.023
44:34.5,-0.805,1.59,0.027
44:34.5,-0.863,1.57,0.023
44:34.5,-0.91,1.52,0.012
44:34.5,-0.969,1.473,0.02
44:34.5,-1.027,1.402,0.027
44:34.5,-1.074,1.324,0.055
44:34.5,-1.105,1.246,0.086
44:34.6,-1.121,1.172,0.117
44:34.6,-1.137,1.109,0.148
44:34.6,-1.152,1.055,0.211
44:34.6,-1.168,0.992,0.27
44:34.6,-1.172,0.93,0.309
44:34.6,-1.164,0.867,0.34
44:34.6,-1.152,0.816,0.348
44:34.6,-1.145,0.77,0.336
44:34.6,-1.137,0.734,0.324
44:34.6,-1.121,0.707,0.328
44:34.7,-1.109,0.676,0.328
44:34.7,-1.098,0.645,0.34
44:34.7,-1.082,0.617,0.34
44:34.7,-1.07,0.598,0.336
44:34.7,-1.066,0.578,0.328
44:34.7,-1.055,0.563,0.332
44:34.7,-1.051,0.539,0.328
44:34.7,-1.051,0.523,0.328
44:34.7,-1.055,0.508,0.316
44:34.7,-1.051,0.484,0.297
44:34.8,-1.039,0.457,0.262
44:34.8,-1.027,0.445,0.211
44:34.8,-1.004,0.457,0.156
44:34.8,-0.996,0.461,0.105
44:34.8,-0.992,0.438,0.07
44:34.8,-0.984,0.379,0.051
44:34.8,-0.961,0.316,0.047
44:34.8,-0.93,0.266,0.047
44:34.8,-0.906,0.238,0.043
44:34.8,-0.891,0.199,0.063
44:34.9,-0.887,0.137,0.117
44:34.9,-0.91,0.082,0.18
44:34.9,-0.945,0.078,0.223
44:34.9,-0.98,0.129,0.242
